no;created_at;username;text;sentiment
112;2023-05-25 06:24:33+00:00;Pinterpolitik.com;b'Sekretaris Jenderal (Sekjen) Partai Gerindra Ahmad Muzani mengatakan bahwa Ketua Umum (Ketum) PKB Muhaimin Iskandar (Cak Imin) layak untuk menjadi calon wakil presiden (cawapres) mendampingi Prabowo Subianto dalam Pemilihan Presiden (Pilpres) 2024.\n\nhttps://t.co/aJu7ZivfDV';0
113;2023-05-24 10:02:08+00:00;Leona Kristina✨;b'Jakarta, CNBC Indonesia - Litbang Kompas telah merilis hasil survei terbaru terkait elektabilitas bakal calon presiden yang diproyeksi akan bertarung dalam Pemilihan Umum Presiden dan Wakil Presiden tahun 2024.\n#MengharumkanBangsa #IkutPakde Prabowo Subianto';0
114;2023-05-24 09:43:01+00:00;Samsudin Barus R;b'Setelah kalah dalam Pemilihan Presiden (Pilpres) 2019, yakni demi persatuan dan menghindari perpecahan. #MengharumkanBangsa #IkutPakde Prabowo Subianto';0
115;2023-05-24 09:24:06+00:00;Granny;b'Namun Jazilul menyebut PKB pernah memandatkan Muhaimin maju dalam pemilihan presiden (pilpres).  #IkutPakde Prabowo Subianto';0
116;2023-05-24 09:19:09+00:00;Samsudin Barus R;b'Dan tetap waspada terhadap berbagai manuver-manuver politik yang terjadi menjelang Pemilihan Presiden (Pilpres) 2024. #MengharumkanBangsa #IkutPakde Prabowo Subianto';1
117;2023-05-24 09:14:16+00:00;maley intani;b'Prabowo Subianto, Ketua Umum Partai Gerindra akan kembali maju dalam pertarungan pemilihan presiden (Pilpres 2024).\n#MengharumkanBangsa #IkutPakde';0
118;2023-05-24 08:20:29+00:00;maley intani;b'Jakarta, CNBC Indonesia - Litbang Kompas telah merilis hasil survei terbaru terkait elektabilitas bakal calon presiden yang diproyeksi akan bertarung dalam Pemilihan Umum Presiden dan Wakil Presiden tahun 2024. #MengharumkanBangsa #IkutPakde Prabowo Subianto';0
119;2023-05-24 08:04:01+00:00;Abdul Kholil;b'Ketua Umum Partai Kebangkitan Bangsa, Muhaimin Iskandarmenyebut calon presiden atau calon wakil presiden di Pemilihan Presiden (Pilpres) 2024 harus ada dari unsur Nahdlatul Ulama (NU).\n#MengharumkanBangsa #IkutPakde Prabowo Subianto';-1
120;2023-05-24 07:41:45+00:00;Kompas Data;b'Survei Litbang Kompas: Persaingan di antara tiga bakal calon presiden pada Pemilihan Presiden 2024, yakni Prabowo Subianto, Ganjar Pranowo, dan Anies Baswedan, semakin sengit. #SurveiKepemimpinanNasional #AdadiKompas #LitbangKompas';0
121;2023-05-24 06:39:47+00:00;Rajendra;b'yang diproyeksi akan bertarung dalam Pemilihan Umum Presiden dan Wakil Presiden tahun 2024.  #MengharumkanBangsa #IkutPakde Prabowo Subianto';0
122;2023-05-24 05:46:32+00:00;Ninaanggraini;b'Menurut Hasto, Megawati meminta Gibran tetap membangun peradaban, membumi, dan tetap waspada terhadap berbagai manuver-manuver politik yang terjadi menjelang Pemilihan Presiden (Pilpres) 2024.  #MengharumkanBangsa #IkutPakde Prabowo Subianto';0
123;2023-05-23 09:29:14+00:00;Ninaanggraini;b'Berdasarkan hasil survei, 32,7 persen generasi Z memilih Prabowo sebagai capres bila pemilihan presiden berlangsung pada masa jajak pendapat.  #MengharumkanBangsa #IkutPakde Prabowo Subianto';1
124;2023-05-23 09:17:22+00:00;Rajendra;"b""Awalnya, responden diberikan pertanyaan 'Jika pemilihan Presiden dilaksanakan hari ini siapakah dari calon berikut yang Anda pilih menjadi Presiden?'. #SemuaDukungPrabowo #IkutPakde Prabowo Subianto""";0
125;2023-05-23 08:55:35+00:00;sheryna;b'Mereka menyatakan dukungan kepada Prabowo untuk maju sebagai calon presiden (capres) di ajang Pemilihan Presiden atau Pilpres 2024.\n#SemuaDukungPrabowo #IkutPakde Prabowo Subianto';0
126;2023-05-23 08:37:27+00:00;Nuairah;"b""Dalam simulasi 3 nama, responden disuguhkan pertanyaan 'Jika pemilihan presiden diadakan sekarang, siapa yang akan ibu/bapak pilih sebagai presiden di antara nama-nama berikut ini?'#SemuaDukungPrabowo #IkutPakde Prabowo Subianto""";0
127;2023-05-23 08:02:34+00:00;sri susilawati;b'Ratusan emak-emak di Ponorogo mendukung Ketua Umum Gerindra, Prabowo Subianto maju di Pemilihan Presiden (Pilpres) 2024 mendatang.\n\n#SemuaDukungPrabowo\n#SayaSetyoko';1
128;2023-07-24 02:47:52+00:00;Arnold Haro Rajagukguk ❤🇮🇩NKRI🇮🇩❤;b'RT @21aditya_bima: Indikator Politik Indonesia menunjukkan basis massa pasangan Jokowi-Ma'ruf Amin di Pilpres 2019 cenderung mendukung Ganjar Pranowo di Pilpres 2024.;1
129;2023-07-23 04:38:13+00:00;Eko Prihartono/Satriya Mudha;b'RT @sahabatganjar: Ganjar Pranowo, menghadiri acara konsolidasi lintas partai yang bertujuan untuk menyatukan kekuatan demi pemenangan dalam pemilihan presiden (pilpres) 2024. Acara ini dihadiri oleh sejumlah tokoh politik dari berbagai partai untuk membahas strategi dan langkah-langkah yang akan diambil dalam perhelatan pilpres mendatang. Dalam sambutannya, Ganjar Pranowo menekankan pentingnya persatuan dan kebersamaan antar partai politik untuk menghadapi pilpres 2024.\xe2\x80\xa6';0
130;2023-07-22 02:00:00+00:00;Gesuri;b'Minggu ini Gibran Rakabuming Raka memulai jadi juru kampanye(jurkam) Ganjar Pranowo yang diusung oleh PDI Perjuangan pada Pemilihan Presiden 2024. \n\n#GibranRakabumingRaka #GanjarPranowo #Jurkam #pemilu2024 #pilpres2024 #pdiperjuangan #gesuriid https://t.co/DKNCP97eoe';0
131;2023-07-21 04:43:29+00:00;lintang anggraeni;b'Manuver itu diduga sebagai dorongan agar adanya duet Prabowo dan Ganjar Pranowo sebagai capres dan cawapres pada Pemilihan Presiden (Pilpres) 2024. #PrabowoUntukSemua #PrabowoNeruskePakdhe Prabowo Subianto';0
132;2023-07-20 10:16:40+00:00;Voidotid;b'Kelompok relawan Ganjar Pranowo atau yang disebut Ganjarist, menanggapi adanya deklarasi dukungan kepada jagoannya agar berduet dengan Puan Maharani pada Pemilihan Presiden (Pilpres) 2024.\nInformasi selengkapnya :\n\nhttps://t.co/uFLz71WmHM https://t.co/tOJal1spNh';0
133;2023-07-20 09:02:32+00:00;Ganjarforall;b'RT @ganjarforall: Bakal Calon Presiden PDI Perjuangan Ganjar Pranowo menganggap kelompok relawan memiliki andil besar dalam kontestasi pemi\xe2\x80\xa6';1
134;2023-07-20 06:12:28+00:00;Ganjarforall;b'Bakal Calon Presiden PDI Perjuangan Ganjar Pranowo menganggap kelompok relawan memiliki andil besar dalam kontestasi pemilihan umum.\nHal ini, kata Ganjar, berkaca dari pengalaman Pemilu 2014 dan 2019. \n\n#ganjarforall  #ganjarpranowo #MEnangkanGAnjar #GenerasiGotongRoyong https://t.co/2GIWL55XZO';0
135;2023-07-19 15:42:15+00:00;TVRINews.com;b'Bakal Calon Presiden (Bacapres) usungan Partai Demokrasi Indonesia Perjuangan (PDIP) Ganjar Pranowo memperkenalkan baju kampanyenya kepada masyarakat dalam menyambut Pemilihan Umum (Pemilu) 2024 mendatang.\n\nhttps://t.co/Px16gn0P2g';0
136;2023-07-19 13:31:46+00:00;Caroline Aguilar;b'#GanjarCapres: Dukungan yang luas dari berbagai kalangan masyarakat menunjukkan bahwa Ganjar Pranowo memiliki potensi untuk menjadi calon presiden terbaik dalam Pemilihan Presiden 2024. https://t.co/WfpYsPEJMq';1
137;2023-07-19 08:47:04+00:00;Badriya Aliyah Benazir;b'Jika Ganjar Pranowo terpilih sebagai presiden di Pemilihan Presiden (Pilpres) 2024, maka akan dibangun banyak stadion hebat. Pernyataan itu terlontar dari Sekretaris Jenderal PDI Perjuangan (PDIP) Hasto Kristiyanto. \n#GanjarBawaRIMakinMaju #SEHUN Umur 15 Malam 1 KA Brantas Bali https://t.co/8uowMr8nPH';1
138;2023-07-18 16:01:34+00:00;Wiwik Sadewi;b'RT @triwul82: Ribuan kepala desa yang tergabung dalam paguyuban kepala desa se-Jawa Timur (Jatim) memberikan dukungannya kepada\xc2\xa0Ganjar Pran\xe2\x80\xa6';1
139;2023-07-18 10:50:43+00:00;antaranews.com;b'Arsjad Rasjid mengaku siap menjadi Tim Sukses Pemenangan Ganjar Pranowo dalam Pemilihan Presiden (Pilpres) 2024.\n\nhttps://t.co/oMyqm2Hrgz';1
140;2023-07-24 06:40:28+00:00;Leona Kristina✨;"b'""Meskipun pernah menjadi rival pada dua pemilihan presiden terdahulu tapi Prabowo telah membuktikan kinerja"" lanjut dia. #MasaDepanAnakKita #PrabowoUntukSemua Prabowo Subianto'";0
141;2023-07-24 06:26:54+00:00;frmnsyh;b'Sebelumnya, Direktur Eksekutif Lembaga Survei dan Polling Indonesia (SPIN), Igor Dirgantara mengatakan Prabowo Subianto merupakan Calon Presiden (Capres) potensial pada Pemilihan Presiden (Pilpres) 2024 mendatang. #MasaDepanAnakKita #PrabowoUntukSemua Prabowo Subianto';1
142;2023-07-24 06:26:42+00:00;Lincolns;b'Jakarta - Pengamat politik Universitas Jember Agus Trihartono menilai Prabowo Subianto merupakan salah satu calon presiden (capres) yang potensial jelang Pemilihan Presiden atau Pilpres 2024. #MasaDepanAnakKita #PrabowoUntukSemua Prabowo Subianto';1
143;2023-07-24 06:22:13+00:00;siti komariah;b'Mereka bakal meramaikan pemilihan presiden (Pilpres) pada tahun politik 2024 nanti. #PrabowoUntukSemua #MasaDepanAnakKita Prabowo Subianto';1
144;2023-07-24 05:47:40+00:00;TokyoIno;b'Mengutip situs resmi Partai Gerindra, Revolusi Putih sudah muncul sejak Pemilihan Presiden 2009.\n#PrabowoUntukSemua #MasaDepanAnakKita Prabowo Subianto';1
145;2023-07-24 03:22:29+00:00;medcom_id;b'https://t.co/ojU6yeDN7j, SIDOARJO - Sejumlah dokter bakal keliling ke berbagai wilayah untuk mensosialisasikan Prabowo Subianto sebagai Calon Presiden (Capres) dalam Pemilihan Presiden (Pilpres) 2024 mendatang.\n\n#PrabowoUntukSemua\n#MasaDepanAnakKita\nPrabowo Subianto';1
146;2023-07-24 00:07:48+00:00;semut hitam;b'RT @tempodotco: Sokongan Presiden Joko Widodo kepada Prabowo Subianto\xe2\x80\x93termasuk rencana menduetkannya dengan Gibran Rakabuming\xe2\x80\x93untuk Pemilih\xe2\x80\xa6';0
147;2023-07-23 19:30:00+00:00;Yoseph Rosario;b'Wakil Ketua Tim Koordinasi Relawan Pemenangan PilpresPDI Perjuangan, Adian Napitupulu, tak melihat kedekatan Presiden Joko Widodo dengan Menteri Pertahanan Prabowo Subianto sebagai bentuk dukungan dalam Pemilihan Presiden 2024\n\n#Pilpres2024 #PDIP\n\nhttps://t.co/MXiCxfrNx4';0
148;2023-07-23 07:13:46+00:00;Ujang Dahmid Bin Engkos Karyana;b'@agung_mandiri @abu_waras @AdianNapitupul1 Kok dulu dia gak marah sama Megawati Soekarnoputri waktu berpasangan dengan Prabowo Subianto di pemilihan presiden 2009??';-1
149;2023-07-23 05:55:27+00:00;IPOL.ID;b'Direktur Eksekutif Parameter Politik Indonesia Adi Prayitno menilai, dukungan Presiden Joko Widodo (Jokowi) pada Pemilihan Presiden 2024 mengarah kepada Ketua Umum Partai Gerindra Prabowo Subianto.\n\n#Prabowo';-1
150;2023-07-22 06:28:13+00:00;kurniawan;b'Terus Didesak Soal Cawapres, Prabowo: Alon-Alon Asal Klakon Ketua Umum Partai Gerindra, Prabowo Subianto, baru-baru ini membahas proses pemilihan pasangannya sebagai calon Wakil Presiden (cawapres) dalam Pemili https://t.co/cmLdNgksu7';1
151; 05 08:39:17 +0000 2023;andystwn4;Saat ini, memang Prabowo dilihat jauh lebih tenang dalam menghadapi kontestasi Pemilihan Presiden (Pilpres) 2024 dibanding dengan Pilpres tahun-tahun sebelumnya. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto;0
152; 05 08:38:27 +0000 2023;andystwn4;untuk mengemban amanah masyarakat sebagai Presiden Indonesia selanjutnya melalui Pemilihan Presiden (Pilpres) 2024 mendatang. #PrabowoGibranIstimewa #BersamaIndonesiaMaju #PrabowoGemoy Prabowo Subianto;0
153; 05 08:25:21 +0000 2023;hwztmf;1. Koalisi ramping  Salah satu yang kurang disukai masyarakat dalam pemilihan eksekutif pembantu presiden aka menteri ialah soal politik bagi-bagi kursi, sebuah koalisi gemuk cenderung mengisi beberapa pos tersebut dengan alasan yang politis daripada profesionalitas.;-1
154; 05 07:38:02 +0000 2023;tyoojani;@laper_win22 salah satu orang paling berpengaruh dalam 2 kali pemilihan jokowi sebagai presiden milih buat mundur, artinya apa, jokowi sudah keluar jalur perjuangan dan ini bahaya buat bangsa dan negara, huhhh;-1
155; 05 07:26:54 +0000 2023;Hndr_Y;@tempodotco Yg perlu di perhatikan akankah pemilihan presiden yg akan datang bisa berlangsung dengan jujur ?;-1
156; 05 07:08:22 +0000 2023;pugsemulyano;@sabdasemar @yarachantique @ganjarpranowo @mohmahfudmd Nalar waras saya bekerja dengan tidak lagi melihat presiden sebagai persona.  Pemilihan presiden adalah pemilihan seseorang dan kolega2nya.;-1
157; 05 06:55:13 +0000 2023;monitordaycom;Jika pemilihan presiden dan wakil presiden digelar hari ini, siapa yang akan anda coblos? 🕶️;0
158; 05 06:38:45 +0000 2023;baperanewscom;Densus 88 menangkan kelompok teroris Jamaah Ansharut Daulah (JAD), memiliki agenda untuk merusak proses pemilihan presiden 2024.  https://t.co/4tzEAYyEqL;1
159; 05 06:34:16 +0000 2023;NdrewsTjan;@SecBlinken @BernieSanders Suka tdk suka kita dipaksa menerima fakta, bahwa Pemilihan Presiden Amerika itu menjadi salah 1 faktor terpenting/penentu dunia akan ada dalam keadaan damai atau perang.   Mereka yg pemilihan presiden, tapi 1 dunia yang harus menanggung akibatnya kalau 🇺🇸 salah pilh presiden🥲. https://t.co/EJvzO6ercF;-1
160; 05 06:18:22 +0000 2023;Simbok_Dharmi;contoh demokrasi adalah pemilihan umum. Warga negara memiliki hak untuk memilih pemimpin politik: presiden, gubernur, walikota, dan anggota parlemen, berdasarkan pilihan mereka dalam pemilihan umum. Pemilihan ini memberikan rakyat kekuasaan untuk memilih para pemimpin mereka.;0
161; 05 06:04:24 +0000 2023;SaktiRinaldy09;“Dalam pemilihan pun baik di pilkada, pemilihan wali kota, pemilihan bupati pemilihan gubernur, pemilihan presiden, itu smwny yang memlih itu rakyot, yang menentukan itu rakyot, yang mencoblos itu jga rakyot, bkn qt, bkn elite, bkn partai, itulah demokrasi , ” https://t.co/Xcx3CnSuew;-1
162; 05 05:00:26 +0000 2023;AbdulNuhid36025;@KompasTV jangan ngomng doang erdogan buktikan, kami mempercayakanmu ketika pemilihan presiden agar kamu bs membebaskan palestina;-1
163; 04 23:24:24 +0000 2023;IMachjar;@Kimberley_2024 Semua cawapres juga menjanjikan sesuatu,apalagi nanti sdh waktunya kampanye,seribu janji akan diucapkan oleh 3 kandidat..😊 Jangankan tingkat presiden pemilihan ketua OSIS aja menjanjikan sesuatu..ea ga 😊;-1
164; 04 19:04:13 +0000 2023;inilahdotcom;Bakal Calon Presiden (Bacapres) dari Koalisi Indonesia Maju (KIM) Prabowo Subianto mewanti-wanti Erick Thohir (Etho) jelang Pemilihan Presiden (Pilpre... https://t.co/BcBenqcgEC;0
165; 04 18:37:11 +0000 2023;ZiedTambunan;@WagimanDeep212_ Hahahaha setiap pemilihan presiden pasti isu ini terus yg di ungkit2.fix kita semua menolak pelanggaran HAM berat. Berani gak ganjar-mahfud atau anis-amin untuk usut kasus tersebut kalau mereka terpilih? Jd gk usah di goreng2 lg kasihan di fitnah terus.;-1
166; 04 16:03:14 +0000 2023;Gunto_Jaya9;@xquitavee Benar.  Pilpres dan pilkada itu pemilihan langsung oleh rakyat.  Seringkali rakyat nggak tahu partai apa dibelakang nya.    Yang bikin orang heboh tengok ke  partai itu Bu Mega. Dengan memanggil presiden RI sebagai petugas partai nya.    Partai lain , nggak sampai segitunya.;-1
167; 04 15:16:37 +0000 2023;kompascom;Komisi Pemilihan Umum (KPU) menyatakan, para calon presiden dan calon wakil presiden akan mendapatkan fasilitas keamanan dari aparat kepolisian. ~J #KPU #Pemilu2024 #jernihmemilih https://t.co/c4LpDqS0ZO;1
168; 04 14:42:09 +0000 2023;kompascom;Calon wakil presiden (cawapres) Koalisi Perubahan untuk Persatuan Muhaimin Iskandar (Cak Imin) menilai Presiden Joko Widodo akan bersikap netral pada Pemilihan Presiden (Pilpres) 2024. ~J #JernihkanHarapan #JernihMemilih https://t.co/SQUcmrkOKp;0
169; 04 14:34:40 +0000 2023;AdityaBagusAji;"@ganjarpranowo  menggelorakan pemilu yang bersih dan taat konstitusi. kita semua untuk memenangkan pemilihan presiden, pemilihan legislatif, dengan moralitas yang baik. Dengan kata-kata yang baik. Karena ketulusan ini lah yang bikin kita menang,""  #GasssGanjarMahfud https://t.co/WaGk7Wvdw5""";1
170; 04 14:30:02 +0000 2023;VIVAcoid;Ketua DPP PDI Perjuangan (PDIP) Bidang Politik dan Keamanan, Puan Maharani meminta kepada seluruh kader PDIP bersiap menghadapi Pemilihan Presiden (Pilpres) 2024.  Selengkapnya: https://t.co/TT2PBHSIKx  ___ #vivacoid #Puanmaharani #PDIP https://t.co/OcPMDKUn8l;0
171; 04 14:20:24 +0000 2023;ronaldo43477547;@dinopattidjalal Anda lupa ya,  di masa akhir pemerintahan sby,  pemilu mau dibalikkan jadi pemilihan di internal partai saja.  Dan presiden dipilih oleh MPR. Lalu Jogjakarta mau dibikin ada pemilihan Gubernur. Anda lupa ya?;-1
172; 04 13:53:44 +0000 2023;Kang_Ujar;@Ronnie_Rusli Katanya, suara tukang beca sama dg suara presiden.  Ya gak samalah beda, apalagi anak presiden ikut sebagai yg dipilih.  Diawal saja sudah ada utak-atik aturan, apalagi dipenghujug pemilihan mau dihitung apa-adanya atau apa-maunya ? Terserah yg punya kuasa, tukang beca punya ?;-1
173; 04 13:45:50 +0000 2023;dy_93_;Mau Ganjar atau genjer gw ga peduli, untuk pertama kalinya gw mau golput. Pemilihan presiden ga penting, ga ada yg berubah jg n ga berasa ke kehidupan rakyat kecil  😑;-1
174; 04 13:40:32 +0000 2023;puncsunshine;@skieserny cmiiw, kalo km golput nanti km gak punya hak buat protes semisal nanti presiden yg udah terpilih bikin peraturan baru. karena waktu pemilihan aja km gak milih siapa-siapa kan? gitu logikanya;1
175; 04 12:01:53 +0000 2023;Bakoto45;Pasangan calon presiden dan calon wakil presiden Ganjar – Mahfud telah merilis dokumen visi misi untuk kontestasi Pemilihan Presiden atau Pilpres 2024. Dokumen bertajuk Menuju Indonesia Unggul: Gerak Cepat Mewujudkan Negara Maritim yang Adil dan Lestari’  #GasssGanjarMahfud https://t.co/7OqwkbGdSx;0
176; 04 11:09:33 +0000 2023;oktafmedia;Prabowo Subianto-Gibran Rakabuming Raka kembali mendapatkan dukungan masif dari masyarakat, jelang kontestasi Pemilihan Presiden (Pilpres) 2024 mendatang.  Selengkapnya: https://t.co/RT2oaJeCIv  #sahabatprabowori1 #prabowo #gibranrakabumingraka #ridwankamil https://t.co/1RtudVP8Aw;1
177; 04 10:23:08 +0000 2023;AkkkDik95913;@JJhonpres @Dennysiregar7 Parahan lagi pas pemilihan presiden yang dulu wapresnya  lebih parah malahan  wkkwkw;-1
178; 04 10:00:00 +0000 2023;hariankompas;Pemilihan Presiden dan Wakil Presiden 2024 akan berlangsung beberapa bulan lagi, tetapi panggung politik anak bangsa hari ini telah dihantam guncangan kegaduhan politik menyesakkan.  Menjaga Republik #Opini 4 November 2023  https://t.co/ijPC0XV3cy https://t.co/8XCvWVKGQO;-1
179; 04 09:50:34 +0000 2023;DimasThogar;Dalam pemilihan Gibran sebagai Cawapres tidak ada campur tangan dari Presiden Jokowi. Lagipula yg nanti memilih adalah rakyat, bukan atas rekomendari Presiden. https://t.co/LcdfFlqV7M;0
180; 04 09:43:06 +0000 2023;mefaridanuraini;psing ya pilprs thn ini,bnyk rudet nya wkwk gimn klo solusi pilpres thn ini,siapa dari cawpres yg mnclonkan,dia yg bisa merdakn kasus palstina dan israel jdi presiden lngsng gausah pemilihan lama,ribet2 ngursin pilpres yg bnyk gduh nya mndng kita urusin sodara kita dipalestina;-1
181; 04 07:41:21 +0000 2023;CindyCarrolina;Yang paling berkepentingan untuk sukses dalam kontestasi pemilihan presiden ya calon presiden sendiri, bukan orang lain.” #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto;0
182; 04 06:25:20 +0000 2023;Muhamma48288841;Hal itu membuat Menteri Pertahanan ini sangat layak untuk mengemban amanah masyarakat sebagai Presiden Indonesia selanjutnya melalui Pemilihan Presiden (Pilpres) 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto;0
183; 04 06:07:44 +0000 2023;SiBlack96;@detikcom Pejabat yang akan mengikuti kontestasi pemilihan presiden seharusnya mundur dulu dari jabatannya;-1
184; 04 06:00:05 +0000 2023;HeryWP;Jakarta - Bakal calon presiden (capres) Prabowo Subianto terus menjadi unggulan dalam bursa Pemilihan Presiden (Pilpres) 2024.  #PrabowoGemoy #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto;0
185; 04 05:57:40 +0000 2023;HeryWP;Calon Presiden (Capres) Prabowo Subianto terus menjadi pilihan utama masyarakat dalam menatap Pemilihan Presiden (Pilpres) 2024 mendatang.  #PrabowoGemoy #PrabowoGibranIstimewa #BersamaIndonesiaMaju Prabowo Subianto;1
186; 04 05:41:30 +0000 2023;JhonniSinaga20;Sudah 2 kali kontestasi pemilihan presiden kalian gagal dengan model strategi ini.  Konon saat ini RAKYAT semakin cerdas, maka apa pun yg kalian propagandakan tidak mempengaruhi mayoritas VOTER NASIONAL.  🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩 🤟🤟🤟🤟🤟🤟🤟;1
187; 04 05:38:59 +0000 2023;zxnm88473822;Hal itu membuat Menteri Pertahanan ini sangat layak untuk mengemban amanah masyarakat sebagai Presiden Indonesia selanjutnya melalui Pemilihan Presiden (Pilpres) 2024. #BersamaIndonesiaMaju #PrabowoGibranIstimewa #PrabowoGemoy Prabowo Subianto;0
188; 04 05:19:00 +0000 2023;_rakyatmerdeka;Gerbong pendukung Capres-Cawapres Anies Baswe­dan-Muhaimin Iskandar (AMIN) heran, hasil survei elektabilitasduet ini selalu jeblok di bursa Pemilihan Presiden (Pilpres). Padahal, di setiap kunjungan AMIN, massa yang datang membludak, melimpah ruah di jalanan.  Berita selengkapnya… https://t.co/fj9r35qHLz;-1
189; 04 04:40:00 +0000 2023;irwanprb_id;Pemilihan Presiden: Antara Demokrasi dan Dinasti Politik https://t.co/yCUDjZWWec;-1
190; 04 04:27:21 +0000 2023;dangiangkuning1;@Paltiwest yg dimaksud kkn itu gimna? sekarang ini pemilihan presiden itu secara langsung oleh rakyat,  bukan ditunjuk langsung  atau dipilih langsung oleh lembaga negara!!! berarti nasib gibran dipemilu 2024 bukan ditangan jokowi,mk ataupun dpr tapi ditangan rakyat yg memilihnya!!;1
191; 04 04:18:39 +0000 2023;redaksisiapviva;"Pemilihan Presiden 2024 semakin mendekat 🗳️, dan capres Prabowo Subianto terus memimpin bursa! 🇮🇩 Alasannya? Riwayat militernya yang cemerlang &amp  kepemimpinan berintegritas. Siapa mendukung Prabowo? 🤝 #Pilpres2024 #Prabowo""  https://t.co/LqWwEhz5Ta""";1
192; 04 04:11:31 +0000 2023;muhammad_kummul;Rapat yang dihadiri 9 parpol pengusung Prabowo-Gibran di Pemilihan Presiden (Pilpres) 2024,   #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo Gibran;-1
193; 04 04:06:55 +0000 2023;partaimurba;Apakah Gibran akan mengembalikan Pemilihan Presiden ke MPR?;0
194; 04 04:06:06 +0000 2023;CarolineSarah5;@03__nakula Tujuan Reformasi 1998 menjatuhkan ORBA berdarah2 itu tuk hapus -Dwi Fungsi ABRI -KKN Presiden -Membatasi masa jabatan Presiden 2x spy tdk jd diktator -Kebebasan demokrasi &amp  menyatakan opini &amp  kritik -Pemilihan langsung tanpa cawe2 Lah JKW malah mengembalikan KKN &amp  Dwi Fungsi ABRI;-1
195; 04 04:00:16 +0000 2023;LubisDarlina;Rapat yang dihadiri 9 parpol pengusung Prabowo-Gibran di Pemilihan Presiden (Pilpres) 2024,   #MenataMasaDepan #BersamaPrabowoGibran #PrabowoGemoy Prabowo Gibran;0
196; 04 02:54:53 +0000 2023;IncessKeshya;Mahfud MD jadi bakal calon wakil presiden (Bacawapres) yang dianggap paling ideal dalam kontestasi pemilihan presiden (Pilpres) 2024. Hal tersebut merujuk pada hasil survei yang dilakukan SMRC pada Oktober 2023.  https://t.co/pwTb5YO94e https://t.co/t66pvH24Nx;1
197; 04 02:20:00 +0000 2023;_rakyatmerdeka;Badan Pemenangan Pemilihan Umum (Bappilu) Dewan Pimpinan Cabang (DPC) PDI Perjuangan Kota Solo optimistis memenangkan pasangan Ganjar Pranowo-Mahfud MD pada Pemilu Presiden (Pilpres) 2024.  #rakyatmerdeka #GanjarMahfud2024 #GanjarPresiden   https://t.co/5NpLcytiEG;1
198; 04 02:06:14 +0000 2023;Humastrobkskota;Wakapolres Metro Bekasi Kota AKBP. Dhany Aryanda, S.I.K, Bersama Forkopimda Kota Bekasi melaksanakan Coffe Morning bersama Bawaslu Kota Bekasi membahas perihal pesta demokrasi pemilihan umum Presiden dan pemilihan anggota Legislatif Kota Bekasi.  #HarusDariSaya https://t.co/OAqlr5J218;0
199; 04 01:59:20 +0000 2023;JDIHKPU_KARIMUN;Peraturan Komisi Pemilihan Umum Nomor 19 Tahun 2023 tentang Pencalonan Peserta Pemilihan Umum Presiden dan Wakil Presiden https://t.co/DdodOehOMZ;0
200; 04 01:50:40 +0000 2023;Sh4Sh4NumberTwo;@kiki_daliyo Pada kasus khusus ketika anaknya sendiri terlibat dalam pemilihan, menjadi tantangan besar bagi seorang presiden untuk tetap netral. Mungkin saja ada tekanan internal yang sulit dihindari, meskipun netralitas diharapkan. Kekecewaan Tokoh;-1
201; 04 01:49:50 +0000 2023;KwekPrince;@kiki_daliyo Meskipun diharapkan seorang presiden tetap netral dlm pemilihan umum, kenyataannya ketika anaknya maju sebagai calon wapres, itu bs menciptakan konflik kepentingan yg sulit dihindari. Upaya untuk menjaga netralitas mungkin menjadi semakin sulit dalam situasi ini. Kekecewaan Tokoh;-1
202; 04 01:38:58 +0000 2023;Annessautma;Setiap 5 tahun kasus pemilihan presiden dan wakilnya di negeri wakanda selalu dicurigai cacat hukum;-1
203; 04 01:24:48 +0000 2023;singgihaputra;Bentuk Cawe-Cawe Jokowi dalam Pemilihan Presiden 2024 https://t.co/LajYnxIG8a;-1
204; 04 01:17:18 +0000 2023;kominfodiy;"[DISINFORMASI]  Debat Capres di Pilpres 2024 Ditiadakan""  Beredar di media sosial Facebook unggahan infografis tahapan dan jadwal penyelenggaraan Pemilihan Umum (Pemilu) 2024 yang dilengkapi narasi dengan klaim bahwa acara debat calon presiden (capres) dan https://t.co/HTqBoBuG5x""";0
205; 04 01:10:48 +0000 2023;irwanprb_id;Pemilihan Presiden: Antara Demokrasi dan Dinasti Politik https://t.co/yCUDjZWooE;-1
206; 04 01:06:10 +0000 2023;MahliaSiti5;lagi menjadi ketua partai PDIP. Persaingan politik semakin sengit! Siapakah yang akan memenangkan pemilihan presiden kali ini?;0
